fishing_event_id,year,month,day,time_deployed,time_retrieved,vessel_id,captain_id,area_swept
1281357,2006,6,13,2006-06-13T09:56:00Z,2006-06-13T10:17:00Z,2000,NA,109310
1281358,2006,6,13,2006-06-13T12:07:00Z,2006-06-13T12:30:00Z,2000,NA,115740
1281359,2006,6,13,2006-06-13T13:33:00Z,2006-06-13T13:57:00Z,2000,NA,109310
1281360,2006,6,13,2006-06-13T14:39:00Z,2006-06-13T14:58:00Z,2000,NA,96450
1281361,2006,6,13,2006-06-13T15:56:00Z,2006-06-13T16:18:00Z,2000,NA,115740
1281362,2006,6,13,2006-06-13T16:46:00Z,2006-06-13T17:09:00Z,2000,NA,102880
1281363,2006,6,13,2006-06-13T18:05:00Z,2006-06-13T18:26:00Z,2000,NA,102880
1281364,2006,6,14,2006-06-14T07:42:00Z,2006-06-14T08:02:00Z,2000,NA,109310
1281365,2006,6,14,2006-06-14T09:33:00Z,2006-06-14T09:55:00Z,2000,NA,112710
1281366,2006,6,14,2006-06-14T10:42:00Z,2006-06-14T11:06:00Z,2000,NA,122760
1281367,2006,6,14,2006-06-14T12:03:00Z,2006-06-14T12:26:00Z,2000,NA,113900
1281368,2006,6,14,2006-06-14T13:36:00Z,2006-06-14T14:00:00Z,2000,NA,109310
1281369,2006,6,14,2006-06-14T16:22:00Z,2006-06-14T16:39:00Z,2000,NA,90020
1281370,2006,6,15,2006-06-15T07:11:00Z,2006-06-15T07:33:00Z,2000,NA,116450
1281371,2006,6,15,2006-06-15T08:40:00Z,2006-06-15T09:06:00Z,2000,NA,128600
1281372,2006,6,15,2006-06-15T09:52:00Z,2006-06-15T10:17:00Z,2000,NA,147400
1281373,2006,6,15,2006-06-15T12:14:00Z,2006-06-15T12:36:00Z,2000,NA,119520.00000000001
1281374,2006,6,15,2006-06-15T13:40:00Z,2006-06-15T14:06:00Z,2000,NA,135030
1281375,2006,6,15,2006-06-15T15:10:00Z,2006-06-15T15:39:00Z,2000,NA,135030
1281376,2006,6,15,2006-06-15T17:35:00Z,2006-06-15T17:54:00Z,2000,NA,109310
1281377,2006,6,16,2006-06-16T07:12:00Z,2006-06-16T07:30:00Z,2000,NA,75880
1281378,2006,6,16,2006-06-16T08:31:00Z,2006-06-16T08:53:00Z,2000,NA,102510
1281379,2006,6,16,2006-06-16T09:26:00Z,2006-06-16T09:48:00Z,2000,NA,117720.00000000001
1281380,2006,6,16,2006-06-16T10:20:00Z,2006-06-16T10:36:00Z,2000,NA,75790
1281381,2006,6,16,2006-06-16T13:39:00Z,2006-06-16T14:01:00Z,2000,NA,122170
1281382,2006,6,16,2006-06-16T15:43:00Z,2006-06-16T16:04:00Z,2000,NA,122170
1281383,2006,6,16,2006-06-16T16:42:00Z,2006-06-16T17:06:00Z,2000,NA,109310
1281384,2006,6,17,2006-06-17T09:54:00Z,2006-06-17T10:16:00Z,2000,NA,115600
1281385,2006,6,17,2006-06-17T11:21:00Z,2006-06-17T11:45:00Z,2000,NA,118830.00000000001
1281386,2006,6,17,2006-06-17T13:08:00Z,2006-06-17T13:32:00Z,2000,NA,109310
1281387,2006,6,17,2006-06-17T15:29:00Z,2006-06-17T15:53:00Z,2000,NA,115740
1281388,2006,6,17,2006-06-17T17:35:00Z,2006-06-17T17:58:00Z,2000,NA,109310
1281389,2006,6,18,2006-06-18T07:04:00Z,2006-06-18T07:26:00Z,2000,NA,111200
1281390,2006,6,18,2006-06-18T09:28:00Z,2006-06-18T09:50:00Z,2000,NA,120190
1281282,2006,6,1,2006-06-01T09:09:00Z,2006-06-01T09:32:00Z,2000,NA,112480
1281283,2006,6,1,2006-06-01T10:12:00Z,2006-06-01T10:34:00Z,2000,NA,118490
1281284,2006,6,1,2006-06-01T11:16:00Z,2006-06-01T11:37:00Z,2000,NA,104480
1281285,2006,6,1,2006-06-01T12:52:00Z,2006-06-01T13:21:00Z,2000,NA,122170
1281286,2006,6,1,2006-06-01T14:27:00Z,2006-06-01T14:47:00Z,2000,NA,96450
1281287,2006,6,1,2006-06-01T15:37:00Z,2006-06-01T16:00:00Z,2000,NA,102880
1281288,2006,6,1,2006-06-01T17:43:00Z,2006-06-01T18:05:00Z,2000,NA,109310
1281289,2006,6,1,2006-06-01T18:31:00Z,2006-06-01T18:54:00Z,2000,NA,109310
1281290,2006,6,2,2006-06-02T07:15:00Z,2006-06-02T07:34:00Z,2000,NA,104550
1281291,2006,6,2,2006-06-02T09:18:00Z,2006-06-02T09:39:00Z,2000,NA,128439.99999999999
1281292,2006,6,2,2006-06-02T10:27:00Z,2006-06-02T10:47:00Z,2000,NA,102080
1281293,2006,6,2,2006-06-02T11:55:00Z,2006-06-02T12:17:00Z,2000,NA,124260.00000000001
1281391,2006,6,18,2006-06-18T10:33:00Z,2006-06-18T10:52:00Z,2000,NA,104800
1281392,2006,6,18,2006-06-18T12:45:00Z,2006-06-18T13:08:00Z,2000,NA,115740
1506537,2007,5,24,2007-05-24T08:16:00Z,2007-05-24T08:35:00Z,2000,933,98697
1506538,2007,5,24,2007-05-24T10:33:00Z,2007-05-24T10:54:00Z,2000,933,96924
1506539,2007,5,24,2007-05-24T12:17:00Z,2007-05-24T12:36:00Z,2000,933,100470
1506540,2007,5,24,2007-05-24T13:31:00Z,2007-05-24T13:51:00Z,2000,933,92196
1506541,2007,5,24,2007-05-24T14:24:00Z,2007-05-24T14:45:00Z,2000,933,103425
1506542,2007,5,24,2007-05-24T15:17:00Z,2007-05-24T15:37:00Z,2000,933,92196
1506543,2007,5,24,2007-05-24T16:35:00Z,2007-05-24T16:53:00Z,2000,933,95151
1506544,2007,5,24,2007-05-24T17:52:00Z,2007-05-24T18:12:00Z,2000,933,99879
1506545,2007,5,24,2007-05-24T18:56:00Z,2007-05-24T19:18:00Z,2000,933,96924
1506546,2007,5,25,2007-05-25T07:31:00Z,2007-05-25T07:51:00Z,2000,933,100470
1506547,2007,5,25,2007-05-25T08:38:00Z,2007-05-25T09:00:00Z,2000,933,106380
1506550,2007,5,25,2007-05-25T11:19:00Z,2007-05-25T11:39:00Z,2000,933,107562
1506551,2007,5,25,2007-05-25T12:49:00Z,2007-05-25T13:10:00Z,2000,933,96333
1506552,2007,5,25,2007-05-25T13:44:00Z,2007-05-25T13:59:00Z,2000,933,70329
1506554,2007,5,25,2007-05-25T15:56:00Z,2007-05-25T16:16:00Z,2000,933,92196
1506555,2007,5,25,2007-05-25T16:55:00Z,2007-05-25T17:16:00Z,2000,933,97515
1506556,2007,5,25,2007-05-25T18:16:00Z,2007-05-25T18:36:00Z,2000,933,85695
1506557,2007,5,26,2007-05-26T07:40:00Z,2007-05-26T07:58:00Z,2000,933,90423
1506559,2007,5,26,2007-05-26T10:00:00Z,2007-05-26T10:18:00Z,2000,933,100470
1506560,2007,5,26,2007-05-26T11:07:00Z,2007-05-26T11:25:00Z,2000,933,97515
1506561,2007,5,26,2007-05-26T12:34:00Z,2007-05-26T12:56:00Z,2000,933,111108
1506562,2007,5,26,2007-05-26T14:09:00Z,2007-05-26T14:29:00Z,2000,933,98106
1506563,2007,5,26,2007-05-26T15:38:00Z,2007-05-26T15:59:00Z,2000,933,92196
1506566,2007,5,27,2007-05-27T07:41:00Z,2007-05-27T07:58:00Z,2000,933,77421
1506567,2007,5,27,2007-05-27T08:32:00Z,2007-05-27T08:52:00Z,2000,933,101061
1506568,2007,5,27,2007-05-27T09:44:00Z,2007-05-27T10:03:00Z,2000,933,95742
1506569,2007,5,27,2007-05-27T12:30:00Z,2007-05-27T12:49:00Z,2000,933,104016
1506570,2007,5,27,2007-05-27T13:29:00Z,2007-05-27T13:45:00Z,2000,933,70329
1506657,2007,6,9,2007-06-09T14:53:00Z,2007-06-09T15:12:00Z,2000,933,104607
1506658,2007,6,9,2007-06-09T16:30:00Z,2007-06-09T16:48:00Z,2000,933,100470
1506659,2007,6,9,2007-06-09T17:54:00Z,2007-06-09T18:14:00Z,2000,933,97515
1506660,2007,6,10,2007-06-10T07:12:00Z,2007-06-10T07:32:00Z,2000,933,105210
1506661,2007,6,10,2007-06-10T08:58:00Z,2007-06-10T09:17:00Z,2000,933,96924
1506662,2007,6,10,2007-06-10T10:47:00Z,2007-06-10T11:06:00Z,2000,933,102396.00000000001
1506663,2007,6,10,2007-06-10T14:19:00Z,2007-06-10T14:35:00Z,2000,933,54372
1506664,2007,6,12,2007-06-12T07:21:00Z,2007-06-12T07:40:00Z,2000,933,91560
1506665,2007,6,12,2007-06-12T08:26:00Z,2007-06-12T08:42:00Z,2000,933,74088
1506666,2007,6,12,2007-06-12T11:05:00Z,2007-06-12T11:26:00Z,2000,933,88578
1506667,2007,6,12,2007-06-12T13:47:00Z,2007-06-12T14:07:00Z,2000,933,103425
1506668,2007,6,12,2007-06-12T14:41:00Z,2007-06-12T15:03:00Z,2000,933,99288
1506669,2007,6,12,2007-06-12T16:15:00Z,2007-06-12T16:30:00Z,2000,933,83922
1506670,2007,6,12,2007-06-12T17:50:00Z,2007-06-12T18:05:00Z,2000,933,75057
1506671,2007,6,13,2007-06-13T07:05:00Z,2007-06-13T07:25:00Z,2000,933,88049
1506672,2007,6,13,2007-06-13T09:10:00Z,2007-06-13T09:29:00Z,2000,933,88160
1506673,2007,6,13,2007-06-13T10:24:00Z,2007-06-13T10:42:00Z,2000,933,85768
1506674,2007,6,13,2007-06-13T14:07:00Z,2007-06-13T14:27:00Z,2000,933,102243
1506675,2007,6,13,2007-06-13T17:39:00Z,2007-06-13T17:58:00Z,2000,933,100470
1506676,2007,6,13,2007-06-13T18:47:00Z,2007-06-13T19:08:00Z,2000,933,102243
1506677,2007,6,14,2007-06-14T07:07:00Z,2007-06-14T07:29:00Z,2000,933,118192.00000000001
1506678,2007,6,14,2007-06-14T08:28:00Z,2007-06-14T08:42:00Z,2000,933,81312
1506679,2007,6,14,2007-06-14T10:28:00Z,2007-06-14T10:49:00Z,2000,933,113960
1506681,2007,6,14,2007-06-14T15:14:00Z,2007-06-14T15:34:00Z,2000,933,96924
1506682,2007,6,14,2007-06-14T16:17:00Z,2007-06-14T16:39:00Z,2000,933,96333
1506683,2007,6,14,2007-06-14T17:37:00Z,2007-06-14T17:58:00Z,2000,933,105198
1506684,2007,6,14,2007-06-14T18:39:00Z,2007-06-14T19:00:00Z,2000,933,98697
1506685,2007,6,15,2007-06-15T07:08:00Z,2007-06-15T07:28:00Z,2000,933,122728
1506686,2007,6,15,2007-06-15T08:13:00Z,2007-06-15T08:31:00Z,2000,933,91806
1506687,2007,6,15,2007-06-15T09:24:00Z,2007-06-15T09:42:00Z,2000,933,88140
1506688,2007,6,15,2007-06-15T11:07:00Z,2007-06-15T11:25:00Z,2000,933,92480
1506689,2007,6,15,2007-06-15T12:48:00Z,2007-06-15T13:06:00Z,2000,933,96333
1506690,2007,6,16,2007-06-16T07:21:00Z,2007-06-16T07:42:00Z,2000,933,99879
1506691,2007,6,16,2007-06-16T09:54:00Z,2007-06-16T10:13:00Z,2000,933,105440.00000000001
1506692,2007,6,16,2007-06-16T11:27:00Z,2007-06-16T11:45:00Z,2000,933,100696
1506571,2007,5,27,2007-05-27T14:44:00Z,2007-05-27T15:03:00Z,2000,933,91014
1506572,2007,5,27,2007-05-27T15:54:00Z,2007-05-27T16:14:00Z,2000,933,94560
1506573,2007,5,27,2007-05-27T16:45:00Z,2007-05-27T17:06:00Z,2000,933,99288
1506574,2007,5,27,2007-05-27T18:04:00Z,2007-05-27T18:23:00Z,2000,933,96924
1506575,2007,5,27,2007-05-27T19:02:00Z,2007-05-27T19:22:00Z,2000,933,98106
1506576,2007,5,28,2007-05-28T07:28:00Z,2007-05-28T07:49:00Z,2000,933,96924
1506577,2007,5,28,2007-05-28T08:22:00Z,2007-05-28T08:44:00Z,2000,933,102243
1506578,2007,5,28,2007-05-28T09:22:00Z,2007-05-28T09:43:00Z,2000,933,98106
1506580,2007,5,28,2007-05-28T11:13:00Z,2007-05-28T11:34:00Z,2000,933,101061
1506581,2007,5,28,2007-05-28T12:44:00Z,2007-05-28T13:04:00Z,2000,933,101061
1506583,2007,5,28,2007-05-28T15:43:00Z,2007-05-28T16:03:00Z,2000,933,93378
1506584,2007,5,28,2007-05-28T16:51:00Z,2007-05-28T17:09:00Z,2000,933,96924
1506585,2007,5,28,2007-05-28T18:11:00Z,2007-05-28T18:31:00Z,2000,933,95742
1506586,2007,5,29,2007-05-29T07:15:00Z,2007-05-29T07:36:00Z,2000,933,111882
1506587,2007,5,29,2007-05-29T08:12:00Z,2007-05-29T08:29:00Z,2000,933,103540
1506588,2007,5,29,2007-05-29T10:05:00Z,2007-05-29T10:24:00Z,2000,933,97608
1506589,2007,5,29,2007-05-29T11:01:00Z,2007-05-29T11:21:00Z,2000,933,95151
1506590,2007,5,29,2007-05-29T12:25:00Z,2007-05-29T12:44:00Z,2000,933,86339
1506591,2007,5,29,2007-05-29T14:55:00Z,2007-05-29T15:11:00Z,2000,933,73875
1506592,2007,5,29,2007-05-29T16:02:00Z,2007-05-29T16:23:00Z,2000,933,102243
1506593,2007,5,29,2007-05-29T17:39:00Z,2007-05-29T18:00:00Z,2000,933,97515
1506594,2007,5,29,2007-05-29T18:50:00Z,2007-05-29T19:10:00Z,2000,933,102243
1506595,2007,5,30,2007-05-30T07:35:00Z,2007-05-30T07:58:00Z,2000,933,101652
1506596,2007,5,30,2007-05-30T08:39:00Z,2007-05-30T09:00:00Z,2000,933,84826
1506597,2007,5,30,2007-05-30T09:45:00Z,2007-05-30T10:06:00Z,2000,933,86184
1506599,2007,6,3,2007-06-03T07:28:00Z,2007-06-03T07:47:00Z,2000,933,56248
1506600,2007,6,3,2007-06-03T09:02:00Z,2007-06-03T09:21:00Z,2000,933,99879
1506601,2007,6,3,2007-06-03T10:04:00Z,2007-06-03T10:25:00Z,2000,933,97515
1506602,2007,6,3,2007-06-03T12:09:00Z,2007-06-03T12:27:00Z,2000,933,79785
1506603,2007,6,3,2007-06-03T16:18:00Z,2007-06-03T16:37:00Z,2000,933,74466
1506604,2007,6,3,2007-06-03T17:35:00Z,2007-06-03T17:56:00Z,2000,933,98697
1506605,2007,6,4,2007-06-04T07:20:00Z,2007-06-04T07:39:00Z,2000,933,99288
1506606,2007,6,4,2007-06-04T08:33:00Z,2007-06-04T08:52:00Z,2000,933,92196
1506607,2007,6,4,2007-06-04T09:35:00Z,2007-06-04T09:54:00Z,2000,933,93969
1506608,2007,6,4,2007-06-04T10:41:00Z,2007-06-04T11:00:00Z,2000,933,89241
1506609,2007,6,4,2007-06-04T12:16:00Z,2007-06-04T12:36:00Z,2000,933,94560
1506611,2007,6,4,2007-06-04T14:22:00Z,2007-06-04T14:38:00Z,2000,933,72102
1506612,2007,6,4,2007-06-04T15:38:00Z,2007-06-04T15:57:00Z,2000,933,94560
1506613,2007,6,4,2007-06-04T17:29:00Z,2007-06-04T17:48:00Z,2000,933,98106
1506615,2007,6,5,2007-06-05T07:03:00Z,2007-06-05T07:23:00Z,2000,933,93969
1506616,2007,6,5,2007-06-05T08:35:00Z,2007-06-05T08:54:00Z,2000,933,93969
1506617,2007,6,5,2007-06-05T09:46:00Z,2007-06-05T10:06:00Z,2000,933,101061
1506619,2007,6,5,2007-06-05T12:25:00Z,2007-06-05T12:43:00Z,2000,933,101061
1506620,2007,6,5,2007-06-05T14:10:00Z,2007-06-05T14:29:00Z,2000,933,91605
1506621,2007,6,5,2007-06-05T15:11:00Z,2007-06-05T15:30:00Z,2000,933,95151
1506622,2007,6,5,2007-06-05T16:17:00Z,2007-06-05T16:37:00Z,2000,933,95742
1506623,2007,6,5,2007-06-05T18:30:00Z,2007-06-05T18:48:00Z,2000,933,76239
1506625,2007,6,6,2007-06-06T10:39:00Z,2007-06-06T10:58:00Z,2000,933,106738
1506626,2007,6,6,2007-06-06T11:51:00Z,2007-06-06T12:09:00Z,2000,933,94462
1506627,2007,6,6,2007-06-06T12:40:00Z,2007-06-06T13:01:00Z,2000,933,96333
1506628,2007,6,6,2007-06-06T13:37:00Z,2007-06-06T13:56:00Z,2000,933,92787
1506629,2007,6,6,2007-06-06T14:36:00Z,2007-06-06T14:55:00Z,2000,933,91605
1506630,2007,6,6,2007-06-06T15:43:00Z,2007-06-06T16:03:00Z,2000,933,97515
1506631,2007,6,6,2007-06-06T16:32:00Z,2007-06-06T16:52:00Z,2000,933,91014
1506632,2007,6,6,2007-06-06T17:47:00Z,2007-06-06T18:07:00Z,2000,933,100470
1506633,2007,6,6,2007-06-06T18:43:00Z,2007-06-06T19:01:00Z,2000,933,99879
1506634,2007,6,7,2007-06-07T07:16:00Z,2007-06-07T07:35:00Z,2000,933,69864
1506635,2007,6,7,2007-06-07T08:42:00Z,2007-06-07T09:02:00Z,2000,933,94560
1506636,2007,6,7,2007-06-07T09:46:00Z,2007-06-07T10:05:00Z,2000,933,82488
1506637,2007,6,7,2007-06-07T10:59:00Z,2007-06-07T11:19:00Z,2000,933,94454
1506638,2007,6,7,2007-06-07T12:14:00Z,2007-06-07T12:34:00Z,2000,933,96513
1506639,2007,6,7,2007-06-07T13:20:00Z,2007-06-07T13:40:00Z,2000,933,102243
1506640,2007,6,7,2007-06-07T14:28:00Z,2007-06-07T14:48:00Z,2000,933,96333
1506644,2007,6,8,2007-06-08T07:51:00Z,2007-06-08T08:12:00Z,2000,933,120018
1506645,2007,6,8,2007-06-08T09:27:00Z,2007-06-08T09:48:00Z,2000,933,109990
1506653,2007,6,9,2007-06-09T09:05:00Z,2007-06-09T09:22:00Z,2000,933,104125
1506654,2007,6,9,2007-06-09T10:27:00Z,2007-06-09T10:48:00Z,2000,933,112005
1506655,2007,6,9,2007-06-09T12:02:00Z,2007-06-09T12:19:00Z,2000,933,105924.00000000001
1506656,2007,6,9,2007-06-09T13:08:00Z,2007-06-09T13:26:00Z,2000,933,97515
1506717,2007,7,4,2007-07-04T15:11:00Z,2007-07-04T15:31:00Z,460,351,127224.00000000001
1506718,2007,7,4,2007-07-04T17:00:00Z,2007-07-04T17:17:00Z,460,351,123132
1506719,2007,7,4,2007-07-04T18:24:00Z,2007-07-04T18:45:00Z,460,351,141052
1506720,2007,7,4,2007-07-04T19:44:00Z,2007-07-04T20:03:00Z,460,351,123707.99999999999
1506721,2007,7,5,2007-07-05T05:48:00Z,2007-07-05T06:08:00Z,460,351,135462
1506722,2007,7,5,2007-07-05T06:56:00Z,2007-07-05T07:16:00Z,460,351,139776
1506723,2007,7,5,2007-07-05T08:45:00Z,2007-07-05T09:04:00Z,460,351,129765
1506724,2007,7,5,2007-07-05T10:35:00Z,2007-07-05T10:54:00Z,460,351,124134.99999999999
1506725,2007,7,5,2007-07-05T12:39:00Z,2007-07-05T13:00:00Z,460,351,143916
1506726,2007,7,5,2007-07-05T14:23:00Z,2007-07-05T14:40:00Z,460,351,117423.99999999999
1506727,2007,7,5,2007-07-05T15:35:00Z,2007-07-05T15:54:00Z,460,351,138188
1506728,2007,7,5,2007-07-05T16:56:00Z,2007-07-05T17:16:00Z,460,351,142956
1506729,2007,7,5,2007-07-05T18:05:00Z,2007-07-05T18:25:00Z,460,351,134745
1506730,2007,7,5,2007-07-05T18:57:00Z,2007-07-05T19:17:00Z,460,351,149526
1506731,2007,7,5,2007-07-05T19:50:00Z,2007-07-05T20:09:00Z,460,351,136754
1506732,2007,7,6,2007-07-06T05:50:00Z,2007-07-06T06:09:00Z,460,351,141303
1506733,2007,7,6,2007-07-06T06:39:00Z,2007-07-06T06:59:00Z,460,351,136644
1506734,2007,7,6,2007-07-06T07:53:00Z,2007-07-06T08:12:00Z,460,351,124075.00000000001
1506735,2007,7,6,2007-07-06T09:03:00Z,2007-07-06T09:23:00Z,460,351,135994
1506736,2007,7,6,2007-07-06T10:05:00Z,2007-07-06T10:25:00Z,460,351,130720
1506737,2007,7,6,2007-07-06T11:06:00Z,2007-07-06T11:25:00Z,460,351,134550
1506738,2007,7,6,2007-07-06T11:54:00Z,2007-07-06T12:13:00Z,460,351,122543.99999999999
1506739,2007,7,6,2007-07-06T13:07:00Z,2007-07-06T13:26:00Z,460,351,141688
1506740,2007,7,6,2007-07-06T14:49:00Z,2007-07-06T15:08:00Z,460,351,138376
1506741,2007,7,6,2007-07-06T15:40:00Z,2007-07-06T16:00:00Z,460,351,138402
1506742,2007,7,6,2007-07-06T16:46:00Z,2007-07-06T17:08:00Z,460,351,147798
1506743,2007,7,6,2007-07-06T17:54:00Z,2007-07-06T18:14:00Z,460,351,148526
1506744,2007,7,6,2007-07-06T19:02:00Z,2007-07-06T19:21:00Z,460,351,138537
1506745,2007,7,6,2007-07-06T20:01:00Z,2007-07-06T20:20:00Z,460,351,148798
1506746,2007,7,6,2007-07-06T20:59:00Z,2007-07-06T21:18:00Z,460,351,122427.00000000001
1506748,2007,7,7,2007-07-07T06:30:00Z,2007-07-07T06:45:00Z,460,351,102712.00000000001
1506749,2007,7,7,2007-07-07T07:35:00Z,2007-07-07T07:54:00Z,460,351,132246
1506790,2007,7,11,2007-07-11T13:17:00Z,2007-07-11T13:40:00Z,460,351,163020
1506791,2007,7,11,2007-07-11T14:31:00Z,2007-07-11T14:50:00Z,460,351,119700
1506794,2007,7,11,2007-07-11T17:44:00Z,2007-07-11T18:00:00Z,460,351,111626.99999999999
1506795,2007,7,11,2007-07-11T19:17:00Z,2007-07-11T19:37:00Z,460,351,153010
1506796,2007,7,11,2007-07-11T20:09:00Z,2007-07-11T20:28:00Z,460,351,145122
1506797,2007,7,12,2007-07-12T07:24:00Z,2007-07-12T07:44:00Z,460,351,140182
1506798,2007,7,12,2007-07-12T08:38:00Z,2007-07-12T08:58:00Z,460,351,122200
1506799,2007,7,12,2007-07-12T11:16:00Z,2007-07-12T11:36:00Z,460,351,138204
1506800,2007,7,12,2007-07-12T12:21:00Z,2007-07-12T12:40:00Z,460,351,133927
1506801,2007,7,12,2007-07-12T13:08:00Z,2007-07-12T13:24:00Z,460,351,116231.99999999999
1506802,2007,7,12,2007-07-12T16:12:00Z,2007-07-12T16:31:00Z,460,351,149344
1506803,2007,7,12,2007-07-12T17:48:00Z,2007-07-12T18:10:00Z,460,351,151439
1506804,2007,7,12,2007-07-12T18:53:00Z,2007-07-12T19:13:00Z,460,351,163401
1506805,2007,7,12,2007-07-12T20:02:00Z,2007-07-12T20:23:00Z,460,351,178710
1506806,2007,7,13,2007-07-13T06:04:00Z,2007-07-13T06:27:00Z,460,351,176253
1506807,2007,7,13,2007-07-13T07:18:00Z,2007-07-13T07:39:00Z,460,351,164372
1506808,2007,7,13,2007-07-13T08:29:00Z,2007-07-13T08:51:00Z,460,351,143808
1506809,2007,7,13,2007-07-13T09:33:00Z,2007-07-13T09:54:00Z,460,351,168086
1506810,2007,7,13,2007-07-13T11:27:00Z,2007-07-13T11:46:00Z,460,351,123172
1506811,2007,7,13,2007-07-13T12:46:00Z,2007-07-13T13:03:00Z,460,351,110772.00000000001
1506812,2007,7,13,2007-07-13T13:51:00Z,2007-07-13T14:11:00Z,460,351,159856
1506813,2007,7,13,2007-07-13T14:55:00Z,2007-07-13T15:16:00Z,460,351,164260
1506814,2007,7,13,2007-07-13T16:28:00Z,2007-07-13T16:47:00Z,460,351,157527
1506815,2007,7,13,2007-07-13T17:25:00Z,2007-07-13T17:46:00Z,460,351,137560
1506816,2007,7,13,2007-07-13T18:22:00Z,2007-07-13T18:41:00Z,460,351,140544
1506817,2007,7,13,2007-07-13T19:27:00Z,2007-07-13T19:46:00Z,460,351,131296
1506818,2007,7,13,2007-07-13T20:43:00Z,2007-07-13T21:06:00Z,460,351,152600
1506819,2007,7,14,2007-07-14T06:03:00Z,2007-07-14T06:23:00Z,460,351,135876
1506820,2007,7,14,2007-07-14T07:11:00Z,2007-07-14T07:29:00Z,460,351,109648
1506821,2007,7,14,2007-07-14T08:18:00Z,2007-07-14T08:38:00Z,460,351,146664
1506822,2007,7,14,2007-07-14T09:21:00Z,2007-07-14T09:41:00Z,460,351,148824
1506750,2007,7,7,2007-07-07T09:16:00Z,2007-07-07T09:33:00Z,460,351,114143.99999999999
1506751,2007,7,7,2007-07-07T11:12:00Z,2007-07-07T11:31:00Z,460,351,140336
1506752,2007,7,7,2007-07-07T12:28:00Z,2007-07-07T12:47:00Z,460,351,135378
1506753,2007,7,7,2007-07-07T15:55:00Z,2007-07-07T16:14:00Z,460,351,112216.00000000001
1506754,2007,7,7,2007-07-07T17:21:00Z,2007-07-07T17:40:00Z,460,351,128800
1506755,2007,7,7,2007-07-07T18:06:00Z,2007-07-07T18:26:00Z,460,351,141303
1506756,2007,7,7,2007-07-07T18:57:00Z,2007-07-07T19:16:00Z,460,351,146064
1506757,2007,7,7,2007-07-07T20:00:00Z,2007-07-07T20:20:00Z,460,351,142346
1506758,2007,7,8,2007-07-08T05:45:00Z,2007-07-08T06:05:00Z,460,351,135234
1506759,2007,7,8,2007-07-08T06:32:00Z,2007-07-08T06:51:00Z,460,351,128520.00000000001
1506760,2007,7,8,2007-07-08T07:41:00Z,2007-07-08T08:01:00Z,460,351,152361
1506761,2007,7,8,2007-07-08T08:35:00Z,2007-07-08T08:55:00Z,460,351,162726
1506762,2007,7,8,2007-07-08T09:47:00Z,2007-07-08T10:07:00Z,460,351,123546
1506763,2007,7,8,2007-07-08T10:49:00Z,2007-07-08T11:09:00Z,460,351,150384
1506764,2007,7,8,2007-07-08T11:46:00Z,2007-07-08T12:05:00Z,460,351,139082
1506765,2007,7,8,2007-07-08T12:39:00Z,2007-07-08T12:59:00Z,460,351,137592
1506766,2007,7,8,2007-07-08T14:05:00Z,2007-07-08T14:25:00Z,460,351,127581.99999999999
1506767,2007,7,8,2007-07-08T15:49:00Z,2007-07-08T16:08:00Z,460,351,145844
1506768,2007,7,8,2007-07-08T16:41:00Z,2007-07-08T17:01:00Z,460,351,145440
1506769,2007,7,8,2007-07-08T18:07:00Z,2007-07-08T18:26:00Z,460,351,140336
1506770,2007,7,8,2007-07-08T19:00:00Z,2007-07-08T19:19:00Z,460,351,146016
1506771,2007,7,8,2007-07-08T20:32:00Z,2007-07-08T20:51:00Z,460,351,134568
1506772,2007,7,9,2007-07-09T06:05:00Z,2007-07-09T06:24:00Z,460,351,140802
1506773,2007,7,9,2007-07-09T07:11:00Z,2007-07-09T07:32:00Z,460,351,156240
1506774,2007,7,9,2007-07-09T09:05:00Z,2007-07-09T09:20:00Z,460,351,100448
1506776,2007,7,9,2007-07-09T11:05:00Z,2007-07-09T11:21:00Z,460,351,108888
1506777,2007,7,9,2007-07-09T12:13:00Z,2007-07-09T12:32:00Z,460,351,145500
1506778,2007,7,9,2007-07-09T14:02:00Z,2007-07-09T14:22:00Z,460,351,145036
1506779,2007,7,9,2007-07-09T15:43:00Z,2007-07-09T16:03:00Z,460,351,167504
1506780,2007,7,9,2007-07-09T17:21:00Z,2007-07-09T17:41:00Z,460,351,133385
1506781,2007,7,9,2007-07-09T18:18:00Z,2007-07-09T18:37:00Z,460,351,152582
1506782,2007,7,9,2007-07-09T19:27:00Z,2007-07-09T19:47:00Z,460,351,150420
1506823,2007,7,14,2007-07-14T10:32:00Z,2007-07-14T10:52:00Z,460,351,157504
1506824,2007,7,14,2007-07-14T11:44:00Z,2007-07-14T12:04:00Z,460,351,148390
1506825,2007,7,14,2007-07-14T12:40:00Z,2007-07-14T12:58:00Z,460,351,124020.00000000001
1506826,2007,7,14,2007-07-14T13:40:00Z,2007-07-14T14:01:00Z,460,351,162846
1506827,2007,7,14,2007-07-14T14:37:00Z,2007-07-14T14:58:00Z,460,351,161538
1506828,2007,7,14,2007-07-14T15:35:00Z,2007-07-14T15:55:00Z,460,351,153197
1506829,2007,7,14,2007-07-14T16:59:00Z,2007-07-14T17:20:00Z,460,351,158994
1506830,2007,7,14,2007-07-14T18:09:00Z,2007-07-14T18:29:00Z,460,351,127652.00000000001
